url,label
https://qrco.de/bfEeZm,1
http://sunpasstollsbill.com,1
https://docs.google.com/presentation/d/e/2PACX-1vTtHbLr0KSmx4EDNzY11V9KuvAMl3Cfp3LICPg6qzqXAhrFE-3M8sxKFOlYrolsb4RTQLoxcAghL-Ok/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://qrco.de/bfNvM2,1
https://dsiam.org,0
https://docs.google.com/presentation/d/e/2PACX-1vRslX7_n0LLvL4dnaVzIM8ZqZ3f3We4-2tRq8j4L-lr2xoHr52S6C76-NMdweyEKmyT4EHS6XrG4BLV/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://q-r.to/bgbIKY,1
https://9exch.in,0
https://pub-c41139fec02049f0ab88eefac2729bea.r2.dev/ygvbjrdjf.html,1
https://wikipediaslots.com,0
https://novel122.com,0
https://virginianursery.com.au,0
https://docs.google.com/presentation/d/e/2PACX-1vRRheuuktP3aHrlk4RwkdbZy5w6fNhiFRQYyD2e_RDJcYXtRi8V7eCr8pkTKMBWxrQRuCJsnWz9x7b5/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://sp195726.sitebeat.crazydomains.com/,1
https://caseid1008593748795734565.web.app/,1
https://q-r.to/bfIRcF,1
https://docs.google.com/presentation/d/e/2PACX-1vQ07eR3rfCqSKVK-UBdSEI8vwvuh0Gep86Mmv0dgtj6dIfx2jM3KZ4mclsIOT2_Xyc5tOPvqO3LQOmg/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://23andme.us,0
https://jackpotprox.com,0
https://axiossystems.com,0
https://ford.pt,0
https://nhu.edu.tw,0
https://uwks.ac.id,0
https://l.ead.me/bfel96,1
https://docs.google.com/presentation/d/e/2PACX-1vTMqEoDR9wRWsehQYHXsEyLFphX-O2OZRjFNQGCqC5GVbOdZPFZ2VJV4WHNHLo_-nEDo8_DlbNbCjGx/pub?start=false&amp;loop=false&amp;delayms=3000,1
https://professionalpensions.com,0
https://ehostcare.com,0
https://discourse.cloud,0
https://mumfordserver60.com,0
https://fallguys.com,0
https://rl6mans.com,0
https://eng-suite-treor-doc.teachable.com/p/home,1
https://l.ead.me/bfJahY,1
https://artehotellima.com/domain.html,1
https://q-r.to/bfLm7t,1
https://fox56.com,0
https://chatbot.page/FuISxV,1
https://btcommm.plutio.com/p/form/MGAyRdNhhM6AMpo6x,1
https://correo87765.weebly.com/,1
http://allegrolokalnie.pl-oferta7152591.top,1
https://creativethemes.com,0
https://ipfs.best-practice.se/ipfs/bafkreihv6acbhmhmknhgyfqsobyfavgdfjaapiqm7kd5xczttapubxuefq,1
https://qrco.de/bfTz4E,1
https://globaluserfiles.com,0
https://nuanced-pictogram-198786.framer.app/,1
https://secure-blockfii-app-cdn.gitbook.io/en-us/,1
https://cargomart.ru,0
https://uuz222.com,0
https://attmailingale7372.boxmode.io/,1
https://macadmin.org,0
https://serpeton.com,0
https://stpetersburgcollege365.ukit.me/,1
https://l.ead.me/bfJSxd,1
https://docs.google.com/presentation/d/e/2PACX-1vRHRq118HjLOHTP3RMke8KUdUoHC9hKXg7njbRGLc8P9dek6hPSmhK155ExgaVKIARYCzrlCxJ98rdB/pub?start=false&loop=false&delayms=3000&slide=id.p%3E,1
https://mbcdnsar.org,0
https://newzealandhoneyco.com,0
https://pub-668942aad21b4decacc840ecfb0df6e1.r2.dev/index.html?27304a867c905033e1c7d1c7110ff6,1
https://planedu.in/Facebook/Url/swisra/cantona.html,1
https://q-r.to/bfKApz,1
https://ommdemiioccxdsdx.basheer1.workers.dev/,1
https://herculinible.firebaseapp.com/,1
https://promocinespecial.webcindario.com/,1
https://airgradient.com,0
https://themexpert.com,0
https://divisastore.com,0
https://faconew.com,0
https://us5.campaign-archive.com/?u=ae117c424868cdcfbb4cd2a1b&id=1018ce9940,1
https://ravisrq.xyz,0
https://venicefootball.it,0
https://sbhonline.com,0
https://l.ead.me/bga5Hi,1
https://projetgrottecoeurdelourdes.com,0
https://fuelwatch.wa.gov.au,0
https://qrco.de/bgaF5q,1
https://cebjiankb8.firebaseapp.com/,1
https://8984.jp,0
https://mirena-us.com,0
https://wabah72059.wixsite.com/my-site,1
https://enirvod.web.app/,1
https://bafkreidvnzuvdeh4o7d3codkxtd67k4mpex3i4f253mh27eehywlv44l7e.ipfs.dweb.link/,1
https://qrco.de/bfHrRQ,1
https://1xbet-officiali.top,0
https://qrco.de/bfepH0,1
https://l.ead.me/bfNmz6,1
https://motorsportcalendars.com,0
https://encrypt-panicnitro.me,0
https://portgame.website,0
https://qrco.de/bfQDWp?signature=newsletter&amp;trackingid=t5clnMkPsrNX?trackingid=AEBVyZ0N&amp;signature=newsletter,1
https://qrco.de/bgbOL9,1
https://l.ead.me/bgZro9,1
https://art-cut.net,0
https://tinyurl.com/y8eek47d,1
https://l.wl.co/l?u=https://l.ead.me/bfCnnmSCvdsberhegDSv,1
https://annatube.com,0
https://qrco.de/bgbzmb,1
https://tortugacasino.com,0
https://gadgetsmart.fr,0
https://docs.google.com/drawings/d/1Q57RzZ9Eu0dH80-BZdJrThMi08qiE7yVscM2-Fo0B4c/edit,1
https://gem.godaddy.com/signups/activate/MS0tU1hJVVJ5QTQ3R1R3R0F5OVVNWE9FZDhDT1BkNlRUOVVSSEh5bUtveU1NdTd0UDBoRjJkZGMwWkNYZW5ocWk3Q1FkNjFhRzlyejlTSzdROHQ4dz09LS0vSThRYnpwL2pIVlVLQ2tyLS11U0l5UVkxRW1tQnZWVGcyK04zelpBPT0=?signup=6898016,1
https://bafybeidsmmaxbsctq7mfbpe4k5sgiecocnuk4rhgmytdqz3pz7z2te3hwm.ipfs.dweb.link/,1
https://qrco.de/bgbyjH,1
https://www.dropbox.com/scl/fi/4zrpg6vwn7qoadgas3m6n/Untitled.papert?dl=0&rlkey=cxyvxhj17lpw9yl7nmrsgp244,1
https://pangram.com,0
https://qrco.de/bfJRw2,1
https://muzgar.kz,0
https://eqhvb-48ffe.firebaseapp.com/,1
https://lunartideshair.com,0
https://glue.net,0
https://instantpot.com,0
https://dexfi-next-js.vercel.app/,1
https://facebook-appeal.w3spaces.com/support-center.html,1
https://biblija-govori.hr,0
https://arnebia.ru,0
https://k901zx.webwave.dev/,1
https://fegip63748.wixsite.com/id-login,1
https://webdoxclm.com,0
https://q-r.to/bgZkz1,1
https://campsite.bio/prodigymail,1
https://qrco.de/bfLj4e,1
https://us19.campaign-archive.com/?u=2e27d3b9f8bad3e346515a8e3&id=4b11c47495,1
https://bit.ly/4caJTcM,1
https://hordeweb.weebly.com/,1
https://l.ead.me/bfJcco,1
https://ilgazetesi.com.tr,0
https://okna-peter.ru,0
